TEAM,DATE,LOCATION,ORPG,DRPG,TRPG,APG,SPG,BPG,TPG,PFPG,FG_PCT,X2P_PCT,X3P_PCT,FT_PCT,PPP,PAPP,WIN,LOSS,WIN_PCT,SOS,CONFERENCE,RESULT,OUTCOME,PROB,ELO_DIFF
Central Baptist,11/14/2015,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Loss,Expected,0.004666384,0
Central Baptist,12/18/2015,Away,-2.555555556,-2.111111111,-4.666666667,0.444444444,-4.555555556,-0.222222222,9.333333333,2.333333333,-0.072000534,-0.179227508,0.254644809,-0.310041408,-0.275212152,-0.033834998,-4,-4,-0.444444444,0.936534102,NA,Loss,Expected,0.014546101,-21.20541524
Central Connecticut State,1/9/2016,Away,-0.285714286,1.285714286,1,-2.571428571,-3.5,1.214285714,1.928571429,-4.142857143,-0.040545147,-0.051322474,-0.024241639,-0.028115543,-0.123759877,0.059768476,-5,5,-0.357142857,-0.075225513,Northeast,Loss,Expected,0.062015764,-106.8270663
Central Connecticut State,2/6/2016,Away,-0.454545455,-0.954545455,-1.409090909,-0.681818182,-0.272727273,1.090909091,1.181818182,0.181818182,-0.032007592,-0.0336097,-0.046907711,-0.022828283,-0.132828067,0.029239003,-8,8,-0.363636364,-0.080136139,Northeast,Loss,Expected,0.203383364,-136.7024453
Central Connecticut State,1/7/2016,Away,2.379487179,3.425641026,5.805128205,-0.435897436,-2.948717949,0.512820513,1.333333333,-1.943589744,-0.005471698,-0.025227156,-0.004221649,0.004482819,-0.015516483,0.110608599,-4,2,-0.256410256,-0.105516585,Northeast,Loss,Expected,0.089681961,-79.40257513
Central Connecticut State,1/16/2016,Away,-2.5,-1.8125,-4.3125,-0.5625,-2.75,0.625,0.1875,-3.8125,-0.001440817,-0.009349431,-0.000887931,-0.064370485,-0.072048268,0.183296182,-9,9,-0.5625,0.094050104,Northeast,Loss,Expected,0.172950525,-171.478318
Central Connecticut State,1/2/2016,Away,0.594405594,0.629370629,1.223776224,0.020979021,-0.517482517,1.48951049,0.895104895,0.783216783,-0.015952733,-0.031342585,-0.019197078,0.049896711,-0.031177407,-0.035564008,-2,0,-0.13986014,-0.325027378,Northeast,Loss,Expected,0.009592062,-6.814306506
Central Connecticut State,12/5/2015,Away,0.166666667,1.833333333,2,-9.333333333,-5.833333333,-1.333333333,-1.666666667,-2.166666667,-0.108126822,-0.12239981,-0.123324058,-0.041192982,-0.244272963,0.180879021,-5,5,-0.833333333,-0.003241171,Northeast,Loss,Expected,0.091425702,-110.4050081
Central Connecticut State,11/15/2015,Away,9,10,19,-10,-2,8,-1,9,-0.114035088,-0.146236559,-0.094292804,-0.167272727,-0.099309491,0.019347274,-1,1,-1,0.666666667,Northeast,Loss,Expected,0.16392632,-16.2382154
Central Connecticut State,2/27/2016,Home,0.714285714,1.642857143,2.357142857,-2.642857143,-3.392857143,0.857142857,0.214285714,-4.357142857,-0.063250318,-0.085076752,-0.025695757,-0.026705653,-0.13004281,0.045294797,-10,10,-0.357142857,-0.03770175,Northeast,Loss,Expected,0.359006247,-164.466858
Central Connecticut State,1/21/2016,Home,1.962848297,-0.436532508,1.526315789,-1.213622291,-3.058823529,-0.6625387,-0.956656347,1.148606811,-0.017579643,-0.060332439,0.020545604,-0.000903876,-0.015705913,0.077870909,-3,1,-0.151702786,-0.125913033,Northeast,Loss,Expected,0.040541309,-51.73050607
Central Connecticut State,1/30/2016,Home,-1.309090909,-0.8,-2.109090909,0.059090909,-1.004545455,-1.104545455,0.163636364,-1.881818182,0.005055255,-0.032690196,0.02024063,0.008140451,-0.050797838,0.101000641,-6,4,-0.263636364,-0.076405275,Northeast,Loss,Expected,0.218138451,-128.2676658
Central Connecticut State,1/23/2016,Home,-0.611111111,-1,-1.611111111,-0.222222222,-0.444444444,1.277777778,1.166666667,0.111111111,-0.031332818,-0.031716019,-0.045912911,-0.006036233,-0.12505359,0.037293761,-7,7,-0.388888889,-0.085885644,Northeast,Loss,Expected,0.125997924,-117.9941204
Central Connecticut State,2/11/2016,Away,-1.154782609,0.111304348,-1.043478261,-0.03826087,-1.384347826,-0.883478261,0.549565217,-1.857391304,0.009876993,-0.024421329,0.019663643,0.006007076,-0.051424333,0.103975573,-7,5,-0.269565217,-0.048858857,Northeast,Loss,Expected,0.28340506,-143.4429847
Central Connecticut State,2/25/2016,Away,-1.296296296,-1.481481481,-2.777777778,-2.407407407,-3.037037037,0.814814815,-0.481481481,-3.851851852,-0.030694429,-0.061117018,0.01642651,-0.040088055,-0.110854862,0.075245331,-10,10,-0.37037037,0.03012742,Northeast,Loss,Expected,0.34807823,-170.8302847
Central Connecticut State,1/4/2016,Home,-1.416666667,-1.666666667,-3.083333333,-2,-2.5,0.5,-1.25,-3.666666667,-0.027615309,-0.048333333,-0.006420485,-0.059184184,-0.10637642,0.094250312,-5,5,-0.416666667,0.101424612,Northeast,Loss,Expected,0.251154109,-95.9583925
Central Connecticut State,2/18/2016,Home,1.531851852,2.884444444,4.416296296,-0.118518519,-2.992592593,0.13037037,1.466666667,-2.419259259,-0.014920801,-0.034382845,-0.004480489,-0.012197075,-0.053078387,0.110774497,-9,7,-0.324444444,-0.108929955,Northeast,Win,Upset,0.746689579,-170.2884873
Central Connecticut State,12/23/2015,Away,1.922222222,-3.133333333,-1.211111111,-4.633333333,-0.144444444,-2.322222222,2.233333333,0.4,-0.112925771,-0.140304074,-0.07685403,-0.075872383,-0.249215846,0.151628218,-6,5,-0.588888889,-0.267532752,Northeast,Loss,Expected,0.009464374,-133.1418423
Central Connecticut State,1/14/2016,Home,0.2,0,0.2,0.266666667,-2.333333333,1.333333333,-0.2,-3.333333333,-0.029403456,-0.053188302,0.017886792,0.023630673,-0.05585838,0.021933744,-1,1,-0.066666667,-0.154746146,Northeast,Loss,Expected,0.12169994,-42.45290842
Central Connecticut State,2/20/2016,Home,-2.576923077,-0.730769231,-3.307692308,-1.653846154,-2.653846154,0.307692308,0.923076923,-3.884615385,-0.02204521,-0.027208763,-0.021540632,-0.040739515,-0.114824693,0.154217328,-13,13,-0.5,0.038302166,Northeast,Loss,Expected,0.212592254,-241.8831856
Central Connecticut State,2/13/2016,Away,-1,-0.041666667,-1.041666667,-0.083333333,-1.666666667,1.583333333,-1.375,-3.833333333,-0.030882115,-0.052267434,0.008183691,-0.001153403,-0.076156365,0.011700646,-5,5,-0.208333333,-0.081677134,Northeast,Loss,Expected,0.004151185,-103.9058352
Central Connecticut State,11/24/2015,Home,1.333333333,2.666666667,4,-2.333333333,-0.666666667,2,-4,-2,0.050587117,0.051423747,0.015625,-0.068825911,0.106879542,0.13701054,0,0,0,0.060215054,Northeast,Loss,Expected,0.032487011,0.236490338
Central Connecticut State,12/30/2015,Home,-3.2,-1.5,-4.7,-4,0.3,-1,-0.5,-0.1,-0.039765694,-0.050286508,-0.03349811,-0.035055958,-0.144219023,0.136389706,-4,4,-0.4,-0.236817523,Northeast,Loss,Expected,0.118572406,-104.896362
Central Connecticut State,12/8/2015,Away,1.125,1.107142857,2.232142857,-1.660714286,-3.214285714,-0.767857143,-0.482142857,-1.321428571,-0.04124982,-0.041516183,0.000396249,-0.020533172,-0.048887161,0.110808155,-3,2,-0.375,-0.208738693,Northeast,Loss,Expected,0.034083301,-32.54935466
Central Connecticut State,11/19/2015,Away,-4,-3.5,-7.5,1,-1,1.5,-0.5,5,-0.059259259,-0.033333333,-0.066666667,0.002415459,-0.163098916,0.372470174,-1,2,-1,0.75,Northeast,Loss,Expected,0.239502747,-35.39977298
Central Connecticut State,12/2/2015,Away,1,0.5,1.5,-7,-0.866666667,0.733333333,0.766666667,-2.833333333,-0.005049621,-0.023848684,-0.052987013,-0.032379863,-0.06693454,-0.00706687,-1,0,-0.166666667,-0.271348982,Northeast,Loss,Expected,0.013042702,-21.09975658
Central Connecticut State,2/4/2016,Away,1.737060041,0.086956522,1.824016563,-1.057971014,-3.229813665,-0.538302277,-0.703933747,0.749482402,-0.01774884,-0.064016904,0.026488419,-0.0049493,-0.022518976,0.067591741,-4,2,-0.16563147,-0.130529576,Northeast,Win,Upset,0.418999235,-94.84465982
Central Connecticut State,1/28/2016,Home,0.373433584,-0.536340852,-0.162907268,-0.939849624,-1.411027569,0.789473684,1,0.238095238,-0.026456353,-0.044873399,-0.003721859,0.032476332,-0.051505582,0.007272893,-6,4,-0.280701754,-0.144606723,Northeast,Win,Upset,0.517320211,-61.92438245
Central Connecticut State,12/18/2015,Home,1.75,-0.402777778,1.347222222,-4,-2.708333333,2.236111111,-0.25,-0.736111111,-0.043015117,-0.044213105,-0.067583732,-0.089583619,-0.105309318,0.025884698,-4,3,-0.444444444,-0.126785106,Northeast,Win,Upset,0.455115364,-48.29877672
Central Connecticut State,11/13/2015,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northeast,Loss,Expected,0.021863265,0
Central Connecticut State,11/29/2015,Home,0.25,1.75,2,-4.25,-2,1.75,-5.25,-4.75,-0.015308001,0.009693765,-0.086638537,0.095959596,-0.003734258,0.019707221,-1,1,-0.25,-0.06987013,Northeast,Loss,Expected,0.07965424,-20.0026373
Central Florida,2/9/2016,Home,-3.119047619,2.458333333,-0.660714286,-3.053571429,-3.845238095,-1.363095238,2.404761905,-0.345238095,0.010383356,0.028141701,-0.0148485,-0.003511806,-0.059065662,0.109046693,-6,3,-0.18452381,-0.121700932,American Athletic,Loss,Expected,0.068872148,-111.1023214
Central Florida,2/17/2016,Away,-2.606956522,-0.570434783,-3.177391304,-2.104347826,-3.234782609,-1.271304348,1.422608696,-4.954782609,0.038809978,0.07028028,0.016368229,-0.039662775,0.004907231,0.097218387,-3,1,-0.08173913,-0.156994518,American Athletic,Loss,Expected,0.02150595,-57.5179987
Central Florida,12/8/2015,Home,2.166666667,3.428571429,5.595238095,0.666666667,-2.547619048,3.785714286,2.047619048,-5.095238095,-0.000605062,0.022536464,-0.06498829,0.042175857,-0.03407728,-0.027512496,-2,1,-0.214285714,0.264576244,American Athletic,Win,Upset,0.156779804,-3.020567906
Central Florida,12/2/2015,Away,0.321428571,7.214285714,7.535714286,-0.392857143,-5.035714286,3.535714286,0.464285714,-1.892857143,-0.029392923,-0.040287187,-0.022570628,-0.162012518,-0.117299545,-0.199689017,-2,-1,-0.178571429,-0.10782754,American Athletic,Win,Expected,0.133505398,1.930148717
Central Florida,12/22/2015,Home,-3.181818182,5.929292929,2.747474747,2.383838384,-2.878787879,0.141414141,-0.494949495,-1.797979798,0.061701862,0.059509667,0.041529818,0.04388045,0.088650079,-0.095188374,1,-3,0.191919192,-0.215388003,American Athletic,Win,Expected,0.01575489,69.12480808
Central Florida,2/24/2016,Home,-2.877037037,2.201481481,-0.675555556,0.022222222,-1.394074074,0.822222222,3.244444444,-3.558518519,-0.025113561,-0.016921071,-0.012525851,-0.025460617,-0.130268225,0.021986627,-8,6,-0.263703704,0.023940947,American Athletic,Loss,Expected,0.021287222,-122.9299846
Central Florida,2/27/2016,Away,-0.293447293,2.39031339,2.096866097,-0.414529915,-0.455840456,1.57977208,4.917378917,-0.864672365,0.029859863,0.058964673,-0.018038425,-0.009128357,-0.012152672,0.035260842,-6,5,-0.206552707,-0.163646389,American Athletic,Loss,Expected,0.215024868,-106.3394272
Central Florida,2/6/2016,Home,-0.816666667,2.866666667,2.05,-0.347619048,-0.54047619,1.214285714,4.797619048,-1.69047619,0.05013246,0.072286982,0.008190008,0.007597008,0.026849104,0.027778964,-2,1,-0.069047619,-0.307692656,American Athletic,Loss,Expected,0.101087617,-39.40905284
Central Florida,3/10/2016,Neutral,-1.654060067,2.136818687,0.482758621,1.526140156,-1.768631813,0.655172414,0.797552836,-3.256952169,0.034144959,0.051677409,0.015580085,0.017910306,0.048969489,0.024021203,2,-4,0.091212458,-0.054879392,American Athletic,Loss,Expected,0.043091327,31.85150556
Central Florida,12/5/2015,Home,-0.8,3.6,2.8,3.2,-2.6,0.2,-0.2,-6.2,0.079861483,0.118685179,0.062659847,0.038385573,0.144789348,0.004653568,1,-1,0.2,-0.117781415,American Athletic,Win,Expected,0.354238584,49.07497581
Central Florida,1/31/2016,Home,0.944444444,0.461111111,1.405555556,-0.205555556,-1.005555556,-0.688888889,3.144444444,-2.394444444,0.00754959,0.031597352,-0.019879776,-0.042687124,-0.01140021,0.125444547,-4,2,-0.144444444,-0.229421942,American Athletic,Loss,Expected,0.016096424,-80.6541042
Central Florida,1/26/2016,Home,-2.151702786,-0.702786378,-2.854489164,-2.055727554,-3.634674923,-1.925696594,1.356037152,-4.72755418,0.056837787,0.084467551,0.037856392,-0.008184503,0.050071244,0.13133503,-2,0,-0.043343653,-0.210843862,American Athletic,Loss,Expected,0.031027392,-21.74410927
Central Florida,1/24/2016,Away,1.361111111,3.694444444,5.055555556,-0.006944444,-2.881944444,2.041666667,2.958333333,-3.506944444,0.017193643,0.030109753,-0.006100197,0.062997221,0.024375878,0.03975166,-2,0,-0.041666667,-0.41212628,American Athletic,Loss,Expected,0.013571086,-32.3263986
Central Florida,1/20/2016,Away,-1.585964912,1.333333333,-0.252631579,4.266666667,0.126315789,-1.014035088,-1.242105263,-4.263157895,0.050964635,0.076262265,0.062548227,0.067606396,0.162107376,-0.018714321,6,-10,0.442105263,-0.567858904,American Athletic,Win,Expected,0.008634962,139.2086215
Central Florida,12/19/2015,Away,0.875,3.125,4,0.375,-3,1.25,1.75,-7.375,0.007318952,0.059304289,-0.104983516,-0.01257485,-0.048671952,-0.116737496,0,0,0,-0.996093038,American Athletic,Loss,Expected,0.01519443,9.480132584
Central Florida,11/28/2015,Away,2.333333333,12.83333333,15.16666667,6,-5,4.833333333,0.666666667,-6.166666667,-0.014939523,-0.012468468,-0.006923077,-0.081196581,-0.035019838,-0.037781034,-2,-1,-0.166666667,-0.036363636,American Athletic,Loss,Expected,0.041689374,5.757663292
Central Florida,1/6/2016,Home,-1.733333333,1.416666667,-0.316666667,3.783333333,-0.15,-0.883333333,-1.066666667,-3.8,0.048131741,0.07448604,0.043012272,0.081563751,0.14136912,-0.026357354,4,-7,0.383333333,-0.809609735,American Athletic,Win,Expected,0.019640729,104.9690316
Central Florida,3/2/2016,Home,-1.546615581,2.189016603,0.642401022,1.393358876,-1.508301405,0.80715198,0.149425287,-3.30651341,0.033147165,0.047200721,0.018131239,0.001773352,0.053194858,0.027681858,1,-3,0.062579821,-0.042337746,American Athletic,Win,Expected,0.136082241,17.42139872
Central Florida,2/4/2016,Away,-2.173913043,2.471395881,0.297482838,1.704805492,-1.464530892,0.457665904,0.173913043,-3.256292906,0.060700217,0.072116135,0.044283501,0.052316602,0.119354564,0.044153574,2,-6,0.178489703,-0.183444401,American Athletic,Win,Expected,0.045362088,59.45534136
Central Florida,12/12/2015,Home,4.285714286,5.428571429,9.714285714,4,-0.714285714,2.142857143,2,-4.285714286,0.052562898,0.035011217,0.056429232,-0.064088627,0.106814671,-0.09789068,2,-2,0.285714286,-0.285110527,American Athletic,Win,Expected,0.04256321,51.55720708
Central Florida,11/14/2015,Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Athletic,Loss,Expected,0.027145173,0
Central Florida,12/29/2015,Home,0.516666667,2.483333333,3,0.35,-2.433333333,2.4,2.866666667,-1.133333333,0.017019751,0.034141652,-0.008333333,-0.037838621,-0.027784543,0.012863749,-4,2,-0.233333333,-0.19749779,American Athletic,Loss,Expected,0.015333082,-23.47087017
Central Florida,3/6/2016,Away,0.871428571,0.823809524,1.695238095,-0.95,-1.25952381,-0.283333333,3.021428571,-2.25952381,-0.024786908,-0.003318682,-0.039683671,-0.089608919,-0.077822204,0.101519651,-8,6,-0.238095238,-0.149987649,American Athletic,Loss,Expected,0.108261156,-181.6896128
Central Florida,2/13/2016,Away,-3.473484848,3.272727273,-0.200757576,-0.310606061,-1.791666667,0.587121212,2.981060606,-4.329545455,-0.0133944,-0.003458597,-0.009081898,-0.00180302,-0.108323142,0.009549382,-6,4,-0.208333333,-0.048771212,American Athletic,Loss,Expected,0.013218637,-88.78361204
Central Florida,1/10/2016,Away,-3.192307692,0.906593407,-2.285714286,-4.56043956,-1.181318681,0.43956044,2.197802198,0.972527473,-0.056138218,-0.013610381,-0.099554967,0.033698837,-0.165168388,0.066381549,-6,5,-0.384615385,-0.226733596,American Athletic,Loss,Expected,0.145689826,-116.4147995
Central Florida,1/16/2016,Home,0.089285714,2,2.089285714,-0.8125,-0.982142857,2.6875,1.071428571,-1.580357143,0.029120399,0.057350384,-0.01802116,0.023616929,0.042286846,0.019949173,0,-2,0.071428571,-0.114815402,American Athletic,Win,Expected,0.345601559,23.50522249
Central Florida,11/21/2015,Home,4.5,6.5,11,4.5,-4,5.5,6,-1.5,-0.146346644,-0.221336499,-0.031818182,-0.09178744,-0.341886986,-0.014770015,-2,2,-1,-0.666666667,American Athletic,Win,Upset,0.904615876,-30.81561879
Central Florida,1/2/2016,Away,0.621212121,0.818181818,1.439393939,-1.325757576,-0.537878788,2.507575758,0.96969697,-1.840909091,0.007219306,0.033220482,-0.038737188,0.017074459,-0.010873173,0.031642149,-2,1,-0.121212121,-0.024235624,American Athletic,Win,Upset,0.146930866,-28.41110963
Central Florida,2/21/2016,Home,0.467948718,2.557692308,3.025641026,-0.865384615,-2.532051282,1.891025641,3.105769231,-1.977564103,-0.002756634,0.00122549,-0.001933654,0.006223293,-0.03963677,0.052377504,-6,4,-0.195512821,-0.298789842,American Athletic,Loss,Expected,0.196548581,-121.6986376
Central Michigan,1/16/2016,Away,-2.125,-0.3125,-2.4375,1.375,-2.3125,-0.9375,-4.4375,-3.4375,0.027030766,0.055060171,0.041402234,-0.003891562,0.121025153,0.080574654,1,-1,0.0625,-0.005731229,Mid-American,Loss,Expected,0.008033442,12.20014888
Central Michigan,12/3/2015,Away,-0.833333333,-4.2,-5.033333333,-3.7,-3.166666667,-0.166666667,-2.733333333,-2.733333333,-0.086195572,-0.047771979,-0.033240137,-0.013315965,-0.095960048,0.243447102,-2,3,-0.5,0.447986184,Mid-American,Loss,Expected,0.50687621,-66.14153145
Central Michigan,3/10/2016,Neutral,-0.612903226,-1.587701613,-2.200604839,1.545362903,-1.443548387,-0.632056452,-3.629032258,-0.484879032,-0.002232657,0.036000741,-0.003759398,0.074724915,0.098485631,0.029991189,2,-3,0.079637097,0.122496231,Mid-American,Loss,Expected,0.015255416,80.21513644
Central Michigan,2/13/2016,Home,0.333333333,-1.416666667,-1.083333333,-1.166666667,-1.208333333,-0.875,-3.25,-0.875,0.003208763,0.045945955,-0.031585082,0.034911843,0.080461908,0.08068389,-2,2,-0.083333333,0.271906411,Mid-American,Loss,Expected,0.01358555,11.05234282
Central Michigan,12/29/2015,Away,2.518181818,-4.236363636,-1.718181818,-1.290909091,-0.981818182,-2.490909091,-0.027272727,1.790909091,-0.025711714,-0.006908318,-0.001383375,0.003563265,0.045076163,0.128981915,-1,2,-0.154545455,-0.117075226,Mid-American,Loss,Expected,0.135388518,-50.79754881
Central Michigan,1/12/2016,Home,-1.676190476,-3.404761905,-5.080952381,-0.561904762,-0.204761905,-1.333333333,-1.161904762,0.595238095,0.033451991,0.074756263,-0.004598984,0.013998745,0.062862225,0.194867454,-4,5,-0.323809524,0.241734347,Mid-American,Win,Upset,0.752803808,-80.45809891
Central Michigan,2/20/2016,Away,-0.923076923,-1.038461538,-1.961538462,1.5,-0.846153846,0.076923077,-2.769230769,-1.653846154,0.013326145,0.054301893,-0.002852887,0.010881463,0.069856418,0.013082713,4,-4,0.153846154,-0.068799827,Mid-American,Loss,Expected,0.009302715,53.09763952
Central Michigan,11/24/2015,Neutral,-2.166666667,2.666666667,0.5,-2,-0.416666667,-2.75,0.583333333,-2.583333333,-0.03978992,0.026737617,-0.065722952,0.021130221,-0.04047619,-0.079761905,0,-1,0.166666667,-0.116738817,Mid-American,Loss,Expected,0.001437138,4.155452828
Central Michigan,1/26/2016,Away,-0.578947368,4.263157895,3.684210526,3.421052632,-1.894736842,1.052631579,-2.684210526,-0.631578947,0.03632042,0.080713833,0.04315197,-0.021408563,0.156737052,0.0433534,4,-4,0.210526316,0.003479798,Mid-American,Win,Expected,0.058470845,92.77465728
Central Michigan,2/16/2016,Home,0.16,-2.6,-2.44,-3.16,-0.04,0.8,-2.08,1.56,-0.01778307,0.003068249,-0.015461976,-0.02469563,0.00911127,0.083163651,-3,3,-0.12,0.200902332,Mid-American,Win,Upset,0.427174916,-60.23412716
Central Michigan,2/9/2016,Away,-2.304347826,0.434782609,-1.869565217,1.565217391,-5.086956522,-1.260869565,-3.217391304,-3,0.013577529,0.035898388,0.056093842,-0.00573199,0.074480506,0.06033485,2,-2,0.086956522,-0.033226693,Mid-American,Loss,Expected,0.004651044,29.76491282
Central Michigan,11/17/2015,Home,10,24,34,8,4,3,13,15,0.520833333,0.586206897,0.421052632,0.756097561,1.320474777,1.231454006,1,0,1,0,Mid-American,Win,Expected,0.030116529,5.154221331
Central Michigan,12/18/2015,Away,-1.111111111,-5.222222222,-6.333333333,-3,-1,-1.666666667,-2.666666667,-0.111111111,-0.027215007,-0.007817949,0.007662835,0.070177965,0.054570212,0.140064584,-1,1,-0.111111111,-0.119548757,Mid-American,Loss,Expected,0.037806335,-37.17455597
Central Michigan,3/4/2016,Home,-1.066666667,-0.733333333,-1.8,1.6,-1.166666667,0.133333333,-3.166666667,-1.633333333,0.010755275,0.042283298,0.011995786,0.016764726,0.075230219,0.014966464,5,-5,0.166666667,-0.055269016,Mid-American,Loss,Expected,0.007327184,72.29542084
Central Michigan,1/30/2016,Home,-0.9,-2.7,-3.6,1.05,-1.2,-0.85,-2.4,-1.4,0.001796687,0.062169756,-0.032033248,0.050434338,0.076690063,0.070541729,-2,2,-0.1,0.305472019,Mid-American,Win,Expected,0.287539277,1.142459129
Central Michigan,12/22/2015,Home,-1.8,-1.033333333,-2.833333333,3.583333333,-2.316666667,-0.366666667,-3.05,-3.266666667,-0.002287922,0.015553377,0.059311059,-0.061818801,0.037082012,0.05800779,-2,0,-0.083333333,0.124216509,Mid-American,Win,Upset,0.656692201,-29.29878543
Central Michigan,3/1/2016,Away,0.103448276,-2.068965517,-1.965517241,-1.482758621,-1,-0.965517241,-3.655172414,-1.034482759,-0.005175919,0.020762649,-0.023859529,0.034891546,0.063745589,0.092423084,-3,3,-0.103448276,0.236088583,Mid-American,Win,Upset,0.223798272,-31.37665395
Central Michigan,2/5/2016,Away,-1.53030303,-1.880952381,-3.411255411,-1.075757576,-0.145021645,-1.508658009,-1.415584416,-0.006493506,0.026286695,0.063420388,-0.017613368,0.023892738,0.03792366,0.104508765,-4,5,-0.218614719,0.274748208,Mid-American,Loss,Expected,0.092315694,-54.61124203
Central Michigan,2/23/2016,Home,-2.074074074,-2.222222222,-4.296296296,-0.814814815,-2.555555556,-0.814814815,-3.481481481,-2.185185185,0.016911748,0.049410196,0.012365338,0.029773694,0.082967466,0.136364918,-4,4,-0.148148148,0.143942801,Mid-American,Win,Upset,0.339386665,-19.97609868
Central Michigan,2/2/2016,Home,-3.238095238,-0.095238095,-3.333333333,0.666666667,-0.857142857,-0.904761905,-1.428571429,-0.142857143,-0.002573813,0.023305391,0.043602944,0.030925847,0.026605019,0.031612617,-3,3,-0.142857143,0.218802782,Mid-American,Win,Upset,0.753681145,-16.57307976
Central Michigan,12/12/2015,Home,1.125,4,5.125,1,0.5,1.25,-3.625,1.375,-0.017704215,0.018386877,-0.009360806,0.098399063,0.105741506,-0.10439036,3,-3,0.375,-0.216965546,Mid-American,Win,Expected,0.02633165,44.91356394
Central Michigan,11/30/2015,Home,3.2,2.8,6,1,-4.2,-2.4,-3.8,-3.2,-0.015563469,0.019479041,-0.020937303,-0.029038113,0.114092153,0.035823782,1,-1,0.2,-0.088581669,Mid-American,Win,Expected,0.034427215,12.3201668
Central Michigan,11/23/2015,Neutral,4.166666667,4.833333333,9,0,-1.5,0.833333333,-3.666666667,-3,-0.027212144,0.018668971,-0.086575133,-0.02016302,0.087053723,0.049158255,1,-2,0.666666667,-0.933333333,Mid-American,Loss,Expected,0.006614468,10.02907534
Central Michigan,12/31/2015,Home,9.75,24.25,34,13.91666667,4.916666667,2.916666667,10.75,18.66666667,0.438818565,0.514367816,0.366391185,0.690376569,1.126313218,1.087222086,6,6,0.5,0.110482228,Mid-American,Win,Expected,0.201769318,6.405718593
Central Michigan,11/13/2015,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid-American,Win,Expected,0.131269607,0
Central Michigan,1/6/2016,Home,-1.615384615,-0.153846154,-1.769230769,0.615384615,-5.692307692,-1.230769231,-2.307692308,-0.769230769,0.006284322,0.016342897,0.095850134,0.012218343,0.104933752,0.150872786,-1,1,-0.076923077,-0.249277677,Mid-American,Loss,Expected,0.013365766,-28.31648059
Central Michigan,1/9/2016,Away,0.857142857,-4.285714286,-3.428571429,0.785714286,-2,-1.357142857,-2.357142857,0.142857143,-0.004284455,0.040305524,-0.006890072,0.014153695,0.093132365,0.132581866,-3,3,-0.214285714,0.260149795,Mid-American,Win,Upset,0.501463659,-44.34006157
Central Michigan,2/27/2016,Away,0.142857143,-2,-1.857142857,-2.928571429,-0.428571429,0.642857143,-1.928571429,1.535714286,-0.016853156,-0.003681189,-0.003848438,-0.023779461,0.012313494,0.069945182,-2,2,-0.071428571,0.192228343,Mid-American,Win,Upset,0.151745445,-43.51584711
Central Michigan,11/25/2015,Neutral,2.392857143,1.928571429,4.321428571,-5.785714286,-2.071428571,2.071428571,-4.285714286,0.857142857,-0.056209163,-0.015695067,-0.076478009,-0.151937984,-0.040150486,0.06621845,-2,-1,-0.071428571,-0.016481844,Mid-American,Loss,Expected,0.102325292,-34.52954743
Central Michigan,12/7/2015,Home,10.71428571,23.85714286,34.57142857,11.85714286,4.714285714,2.571428571,10.71428571,19.42857143,0.402912621,0.49047619,0.311881188,0.700598802,1.069340017,1.106934002,3,4,0.428571429,0.323616734,Mid-American,Win,Upset,0.860465809,-19.96011892
Central Michigan,1/23/2016,Home,1.068627451,-2.091503268,-1.022875817,0.666666667,0.235294118,-1.630718954,-2.885620915,-0.85620915,-0.026313059,0.001730104,-0.023065081,-0.0668809,-0.000184074,0.041817714,-2,3,-0.147058824,0.141042593,Mid-American,Win,Upset,0.675516337,-14.22654442
Central Michigan,1/19/2016,Away,-2.058823529,-2.235294118,-4.294117647,-2.235294118,-2.529411765,-1.294117647,-3.411764706,-1.764705882,-0.000450209,0.03609605,-0.000510452,0.010106383,0.052163159,0.195337115,-5,5,-0.294117647,0.30295951,Mid-American,Loss,Expected,0.181334089,-75.21668842
Central Pennsylvania College,11/30/2015,Away,-5.666666667,-1.166666667,-6.833333333,0.166666667,-0.333333333,-1.666666667,1,-4.833333333,-0.187978142,-0.206007752,-0.113445378,-0.076023392,-0.475821022,0.113485184,-4,-1,-0.666666667,-0.123121772,NA,Loss,Expected,0.174118938,-48.06043627
Central Pennsylvania College,12/2/2015,Away,-2,-2.1,-4.1,-3.8,1.1,-2,3,5.5,-0.060045948,-0.035915304,-0.123323398,-0.040497449,-0.162266626,0.149060756,-2,-1,-0.4,0.170915648,NA,Loss,Expected,0.006985424,-20.53553081
Central Pennsylvania College,1/9/2016,Away,-1.2375,-5.9,-7.1375,-5.7,2.725,-1.775,2.1625,2.225,-0.090128922,-0.090925524,-0.15493538,-0.048737374,-0.316933443,0.2202366,-10,-1,-0.625,-0.123936462,NA,Loss,Expected,0.166886968,-126.1268106
Central Pennsylvania College,12/27/2015,Away,-4.019230769,-3.807692308,-7.826923077,-0.942307692,2.346153846,-2.5,1.269230769,3.865384615,-0.047280358,-0.039063303,-0.076492955,0.018190299,-0.154303495,0.185190785,-7,-2,-0.538461538,-0.384209404,NA,Loss,Expected,0.000662426,-56.73137224
