"SEASON","TEAM_CONF","OPP_CONF","EXPECTED","UPSET","TOTAL","PERCENT"
"2014","Pac 12","Big Sky",8,4,12,0.333333333333333
"2014","Pac 12","Big Ten",5,3,8,0.375
"2014","Pac 12","Big West",15,3,18,0.166666666666667
"2014","Pac 12","Colonial Athletic",4,1,5,0.2
"2014","Pac 12","MEAC",6,0,6,0
"2014","Pac 12","Mountain West",12,1,13,0.0769230769230769
"2014","Pac 12","Southeastern",5,0,5,0
"2014","Pac 12","SWAC",8,0,8,0
"2014","Pac 12","West Coast",6,2,8,0.25
"2014","Pac 12","Western Athletic",6,0,6,0
"2014","Patriot League","ACC",7,0,7,0
"2014","Patriot League","America East",17,0,17,0
"2014","Patriot League","Atlantic 10",6,0,6,0
"2014","Patriot League","Big Ten",4,2,6,0.333333333333333
"2014","Patriot League","Ivy League",12,1,13,0.0769230769230769
"2014","Patriot League","MAAC",6,3,9,0.333333333333333
"2014","Patriot League","Northeast",15,4,19,0.210526315789474
"2014","Southeastern","ACC",9,6,15,0.4
"2014","Southeastern","American Athletic",8,1,9,0.111111111111111
"2014","Southeastern","Atlantic 10",8,0,8,0
"2014","Southeastern","Atlantic Sun",7,2,9,0.222222222222222
"2014","Southeastern","Big 12",12,1,13,0.0769230769230769
"2014","Southeastern","Big East",6,1,7,0.142857142857143
"2014","Southeastern","Big South",5,2,7,0.285714285714286
"2014","Southeastern","Big Ten",7,1,8,0.125
"2014","Southeastern","Conference USA",7,4,11,0.363636363636364
"2014","Southeastern","MEAC",8,0,8,0
"2014","Southeastern","Mid-American",3,2,5,0.4
"2014","Southeastern","Missouri Valley",5,0,5,0
"2014","Southeastern","Mountain West",5,1,6,0.166666666666667
"2014","Southeastern","Ohio Valley",8,2,10,0.2
"2014","Southeastern","Pac 12",4,1,5,0.2
"2014","Southeastern","Southern",3,2,5,0.4
"2014","Southeastern","Southland",8,3,11,0.272727272727273
"2014","Southeastern","Sun Belt",6,4,10,0.4
"2014","Southeastern","SWAC",9,0,9,0
"2014","Southern","ACC",11,1,12,0.0833333333333333
"2014","Southern","Atlantic 10",15,1,16,0.0625
"2014","Southern","Atlantic Sun",36,3,39,0.0769230769230769
"2014","Southern","Big South",27,10,37,0.27027027027027
"2014","Southern","Colonial Athletic",13,5,18,0.277777777777778
"2014","Southern","Conference USA",5,1,6,0.166666666666667
"2014","Southern","Horizon League",8,2,10,0.2
"2014","Southern","Ohio Valley",6,2,8,0.25
"2014","Southern","Southeastern",4,1,5,0.2
"2014","Southern","Sun Belt",23,6,29,0.206896551724138
"2014","Southland","American Athletic",6,0,6,0
"2014","Southland","Big 12",9,0,9,0
"2014","Southland","Big Ten",8,0,8,0
"2014","Southland","Conference USA",12,5,17,0.294117647058824
"2014","Southland","Ohio Valley",5,0,5,0
"2014","Southland","Southeastern",10,1,11,0.0909090909090909
"2014","Southland","Summit League",16,7,23,0.304347826086957
"2014","Southland","Sun Belt",10,1,11,0.0909090909090909
"2014","Summit League","Big Ten",6,0,6,0
"2014","Summit League","Mid-American",4,1,5,0.2
"2014","Summit League","Missouri Valley",6,1,7,0.142857142857143
"2014","Summit League","Mountain West",4,2,6,0.333333333333333
"2014","Summit League","Ohio Valley",9,2,11,0.181818181818182
"2014","Summit League","Southland",21,2,23,0.0869565217391304
"2014","Summit League","West Coast",6,0,6,0
"2014","Summit League","Western Athletic",5,0,5,0
"2014","Sun Belt","American Athletic",6,2,8,0.25
"2014","Sun Belt","Big 12",9,0,9,0
"2014","Sun Belt","Big South",7,0,7,0
"2014","Sun Belt","Colonial Athletic",5,0,5,0
"2014","Sun Belt","Conference USA",29,6,35,0.171428571428571
"2014","Sun Belt","Horizon League",4,1,5,0.2
"2014","Sun Belt","Southeastern",10,0,10,0
"2014","Sun Belt","Southern",24,5,29,0.172413793103448
"2014","Sun Belt","Southland",10,1,11,0.0909090909090909
"2014","Sun Belt","SWAC",4,2,6,0.333333333333333
"2014","SWAC","American Athletic",7,1,8,0.125
"2014","SWAC","Big 12",6,0,6,0
"2014","SWAC","Big East",5,0,5,0
"2014","SWAC","Conference USA",6,0,6,0
"2014","SWAC","Missouri Valley",4,1,5,0.2
"2014","SWAC","Mountain West",4,1,5,0.2
"2014","SWAC","Ohio Valley",6,0,6,0
"2014","SWAC","Pac 12",8,0,8,0
"2014","SWAC","Southeastern",9,0,9,0
"2014","SWAC","Sun Belt",5,1,6,0.166666666666667
"2014","West Coast","Big Sky",10,1,11,0.0909090909090909
"2014","West Coast","Big West",11,2,13,0.153846153846154
"2014","West Coast","Horizon League",6,0,6,0
"2014","West Coast","Missouri Valley",7,1,8,0.125
"2014","West Coast","Mountain West",9,4,13,0.307692307692308
"2014","West Coast","Pac 12",8,0,8,0
"2014","West Coast","Summit League",6,0,6,0
"2014","West Coast","Western Athletic",4,1,5,0.2
"2014","Western Athletic","Big Sky",24,3,27,0.111111111111111
"2014","Western Athletic","Big West",4,3,7,0.428571428571429
"2014","Western Athletic","Conference USA",6,0,6,0
"2014","Western Athletic","Missouri Valley",5,2,7,0.285714285714286
"2014","Western Athletic","Mountain West",8,0,8,0
"2014","Western Athletic","Ohio Valley",8,2,10,0.2
"2014","Western Athletic","Pac 12",6,0,6,0
"2014","Western Athletic","Summit League",5,0,5,0
"2014","Western Athletic","West Coast",5,0,5,0
"2015","ACC","America East",6,0,6,0
"2015","ACC","American Athletic",7,1,8,0.125
"2015","ACC","Atlantic 10",11,4,15,0.266666666666667
"2015","ACC","Atlantic Sun",5,1,6,0.166666666666667
"2015","ACC","Big East",8,1,9,0.111111111111111
"2015","ACC","Big South",7,3,10,0.3
"2015","ACC","Big Ten",19,2,21,0.0952380952380952
"2015","ACC","Colonial Athletic",8,0,8,0
"2015","ACC","Conference USA",8,1,9,0.111111111111111
"2015","ACC","Horizon League",5,0,5,0
"2015","ACC","MAAC",7,0,7,0
"2015","ACC","MEAC",12,0,12,0
"2015","ACC","Northeast",6,0,6,0
"2015","ACC","Patriot League",7,0,7,0
"2015","ACC","Southeastern",12,3,15,0.2
"2015","ACC","Southern",8,1,9,0.111111111111111
"2015","America East","ACC",6,0,6,0
"2015","America East","Atlantic 10",6,1,7,0.142857142857143
"2015","America East","Atlantic Sun",6,2,8,0.25
"2015","America East","Big East",5,0,5,0
"2015","America East","Ivy League",14,3,17,0.176470588235294
"2015","America East","MAAC",11,3,14,0.214285714285714
"2015","America East","Mid-American",5,0,5,0
"2015","America East","Northeast",13,2,15,0.133333333333333
"2015","America East","Patriot League",14,2,16,0.125
"2015","American Athletic","ACC",7,1,8,0.125
"2015","American Athletic","Atlantic 10",5,0,5,0
"2015","American Athletic","Big 12",6,2,8,0.25
"2015","American Athletic","Big East",4,1,5,0.2
"2015","American Athletic","Colonial Athletic",2,4,6,0.666666666666667
"2015","American Athletic","Conference USA",4,2,6,0.333333333333333
"2015","American Athletic","Horizon League",4,1,5,0.2
"2015","American Athletic","MEAC",8,1,9,0.111111111111111
"2015","American Athletic","Missouri Valley",4,2,6,0.333333333333333
"2015","American Athletic","Mountain West",3,2,5,0.4
"2015","American Athletic","Northeast",6,0,6,0
"2015","American Athletic","Ohio Valley",5,0,5,0
"2015","American Athletic","Southeastern",5,1,6,0.166666666666667
"2015","American Athletic","Southland",7,2,9,0.222222222222222
"2015","American Athletic","SWAC",8,0,8,0
"2015","Atlantic 10","ACC",15,0,15,0
"2015","Atlantic 10","America East",4,3,7,0.428571428571429
"2015","Atlantic 10","American Athletic",3,2,5,0.4
"2015","Atlantic 10","Big East",8,0,8,0
"2015","Atlantic 10","Big Ten",6,0,6,0
"2015","Atlantic 10","Colonial Athletic",8,4,12,0.333333333333333
"2015","Atlantic 10","Conference USA",7,0,7,0
"2015","Atlantic 10","Ivy League",6,1,7,0.142857142857143
"2015","Atlantic 10","MAAC",9,7,16,0.4375
"2015","Atlantic 10","MEAC",8,2,10,0.2
"2015","Atlantic 10","Mid-American",5,2,7,0.285714285714286
"2015","Atlantic 10","Missouri Valley",6,3,9,0.333333333333333
"2015","Atlantic 10","Northeast",4,1,5,0.2
"2015","Atlantic 10","Southeastern",7,1,8,0.125
"2015","Atlantic Sun","ACC",6,0,6,0
"2015","Atlantic Sun","America East",8,0,8,0
"2015","Atlantic Sun","Big East",5,1,6,0.166666666666667
"2015","Atlantic Sun","Big Ten",4,2,6,0.333333333333333
"2015","Atlantic Sun","Conference USA",6,0,6,0
"2015","Atlantic Sun","Horizon League",13,5,18,0.277777777777778
"2015","Atlantic Sun","MEAC",12,3,15,0.2
"2015","Atlantic Sun","Ohio Valley",9,2,11,0.181818181818182
"2015","Atlantic Sun","Southeastern",7,0,7,0
"2015","Atlantic Sun","Southern",4,2,6,0.333333333333333
"2015","Big 12","American Athletic",8,0,8,0
"2015","Big 12","Big Ten",5,3,8,0.375
"2015","Big 12","Conference USA",6,0,6,0
"2015","Big 12","Missouri Valley",4,1,5,0.2
"2015","Big 12","Pac 12",6,2,8,0.25
"2015","Big 12","Southeastern",18,3,21,0.142857142857143
"2015","Big 12","Southland",9,0,9,0
"2015","Big 12","SWAC",13,0,13,0
"2015","Big East","ACC",4,5,9,0.555555555555556
"2015","Big East","America East",5,0,5,0
"2015","Big East","American Athletic",5,0,5,0
"2015","Big East","Atlantic 10",6,2,8,0.25
"2015","Big East","Atlantic Sun",5,0,5,0
"2015","Big East","Big Ten",9,3,12,0.25
"2015","Big East","Missouri Valley",5,0,5,0
"2015","Big East","Northeast",5,0,5,0
"2015","Big East","Ohio Valley",5,0,5,0
"2015","Big East","Patriot League",5,0,5,0
"2015","Big East","Southeastern",8,1,9,0.111111111111111
"2015","Big East","West Coast",5,0,5,0
"2015","Big Sky","Big West",6,2,8,0.25
"2015","Big Sky","MEAC",5,0,5,0
"2015","Big Sky","Mountain West",12,2,14,0.142857142857143
"2015","Big Sky","Pac 12",9,1,10,0.1
"2015","Big Sky","Summit League",11,1,12,0.0833333333333333
"2015","Big Sky","West Coast",9,2,11,0.181818181818182
"2015","Big Sky","Western Athletic",15,2,17,0.117647058823529
"2015","Big South","ACC",8,2,10,0.2
"2015","Big South","Big Ten",4,1,5,0.2
"2015","Big South","Colonial Athletic",7,3,10,0.3
"2015","Big South","MEAC",6,2,8,0.25
"2015","Big South","Ohio Valley",6,0,6,0
"2015","Big South","Southeastern",6,0,6,0
"2015","Big South","Southern",13,1,14,0.0714285714285714
"2015","Big Ten","ACC",17,4,21,0.19047619047619
"2015","Big Ten","Atlantic 10",4,2,6,0.333333333333333
"2015","Big Ten","Atlantic Sun",4,2,6,0.333333333333333
"2015","Big Ten","Big 12",7,1,8,0.125
"2015","Big Ten","Big East",11,1,12,0.0833333333333333
"2015","Big Ten","Big South",5,0,5,0
"2015","Big Ten","Horizon League",10,0,10,0
"2015","Big Ten","MAAC",4,1,5,0.2
"2015","Big Ten","MEAC",7,1,8,0.125
"2015","Big Ten","Mid-American",8,2,10,0.2
"2015","Big Ten","Northeast",5,2,7,0.285714285714286
"2015","Big Ten","Pac 12",5,1,6,0.166666666666667
"2015","Big Ten","Patriot League",5,0,5,0
"2015","Big Ten","Southeastern",4,1,5,0.2
"2015","Big Ten","Southern",6,1,7,0.142857142857143
"2015","Big Ten","Southland",7,0,7,0
"2015","Big Ten","SWAC",8,0,8,0
"2015","Big West","Big Sky",8,0,8,0
"2015","Big West","Mountain West",12,2,14,0.142857142857143
"2015","Big West","Pac 12",16,0,16,0
"2015","Big West","Southland",6,0,6,0
"2015","Big West","West Coast",14,1,15,0.0666666666666667
"2015","Big West","Western Athletic",8,1,9,0.111111111111111
"2015","Colonial Athletic","ACC",8,0,8,0
"2015","Colonial Athletic","American Athletic",6,0,6,0
"2015","Colonial Athletic","Atlantic 10",10,2,12,0.166666666666667
"2015","Colonial Athletic","Big South",7,3,10,0.3
"2015","Colonial Athletic","Conference USA",6,1,7,0.142857142857143
"2015","Colonial Athletic","MAAC",5,0,5,0
"2015","Colonial Athletic","MEAC",8,2,10,0.2
"2015","Colonial Athletic","Mid-American",3,2,5,0.4
"2015","Colonial Athletic","Northeast",8,0,8,0
"2015","Colonial Athletic","Patriot League",4,1,5,0.2
"2015","Colonial Athletic","Southeastern",5,0,5,0
"2015","Colonial Athletic","Southern",2,4,6,0.666666666666667
"2015","Conference USA","ACC",9,0,9,0
"2015","Conference USA","American Athletic",5,1,6,0.166666666666667
"2015","Conference USA","Atlantic 10",5,2,7,0.285714285714286
"2015","Conference USA","Atlantic Sun",5,1,6,0.166666666666667
"2015","Conference USA","Big 12",6,0,6,0
"2015","Conference USA","Colonial Athletic",6,1,7,0.142857142857143
"2015","Conference USA","MEAC",5,1,6,0.166666666666667
"2015","Conference USA","Ohio Valley",9,2,11,0.181818181818182
"2015","Conference USA","Pac 12",7,0,7,0
"2015","Conference USA","Southeastern",9,2,11,0.181818181818182
"2015","Conference USA","Southland",8,1,9,0.111111111111111
"2015","Conference USA","Sun Belt",8,3,11,0.272727272727273
"2015","Conference USA","SWAC",8,1,9,0.111111111111111
"2015","Conference USA","Western Athletic",5,0,5,0
"2015","Horizon League","ACC",4,1,5,0.2
"2015","Horizon League","American Athletic",3,2,5,0.4
"2015","Horizon League","Atlantic Sun",13,5,18,0.277777777777778
"2015","Horizon League","Big Ten",10,0,10,0
"2015","Horizon League","Mid-American",14,1,15,0.0666666666666667
"2015","Horizon League","Missouri Valley",8,1,9,0.111111111111111
"2015","Horizon League","Ohio Valley",9,3,12,0.25
"2015","Horizon League","Southern",5,0,5,0
"2015","Horizon League","Summit League",8,0,8,0
"2015","Horizon League","Sun Belt",4,2,6,0.333333333333333
"2015","Horizon League","Western Athletic",3,2,5,0.4
"2015","Ivy League","America East",14,3,17,0.176470588235294
"2015","Ivy League","Atlantic 10",5,2,7,0.285714285714286
"2015","Ivy League","MAAC",10,1,11,0.0909090909090909
"2015","Ivy League","Northeast",10,2,12,0.166666666666667
"2015","Ivy League","Patriot League",15,0,15,0
"2015","Ivy League","Southeastern",5,0,5,0
"2015","MAAC","ACC",6,1,7,0.142857142857143
"2015","MAAC","America East",9,5,14,0.357142857142857
"2015","MAAC","Atlantic 10",15,1,16,0.0625
"2015","MAAC","Big Ten",4,1,5,0.2
"2015","MAAC","Colonial Athletic",5,0,5,0
"2015","MAAC","Ivy League",10,1,11,0.0909090909090909
"2015","MAAC","MEAC",4,1,5,0.2
"2015","MAAC","Northeast",7,0,7,0
"2015","MAAC","Patriot League",10,2,12,0.166666666666667
"2015","MEAC","ACC",11,1,12,0.0833333333333333
"2015","MEAC","American Athletic",8,1,9,0.111111111111111
"2015","MEAC","Atlantic 10",7,3,10,0.3
"2015","MEAC","Atlantic Sun",15,0,15,0
"2015","MEAC","Big Sky",5,0,5,0
"2015","MEAC","Big South",6,2,8,0.25
"2015","MEAC","Big Ten",8,0,8,0
"2015","MEAC","Colonial Athletic",10,0,10,0
"2015","MEAC","Conference USA",6,0,6,0
"2015","MEAC","MAAC",4,1,5,0.2
"2015","MEAC","Mid-American",5,0,5,0
"2015","MEAC","Northeast",4,2,6,0.333333333333333
"2015","MEAC","Ohio Valley",8,1,9,0.111111111111111
"2015","MEAC","Southeastern",5,0,5,0
"2015","MEAC","SWAC",5,0,5,0
"2015","Mid-American","America East",5,0,5,0
"2015","Mid-American","Atlantic 10",7,0,7,0
"2015","Mid-American","Big Ten",10,0,10,0
"2015","Mid-American","Colonial Athletic",4,1,5,0.2
"2015","Mid-American","Horizon League",14,1,15,0.0666666666666667
"2015","Mid-American","MEAC",4,1,5,0.2
"2015","Mid-American","Missouri Valley",9,0,9,0
"2015","Mid-American","Ohio Valley",5,0,5,0
"2015","Mid-American","Summit League",6,0,6,0
"2015","Mid-American","SWAC",8,0,8,0
"2015","Mid-American","Western Athletic",5,1,6,0.166666666666667
"2015","Missouri Valley","American Athletic",6,0,6,0
"2015","Missouri Valley","Atlantic 10",9,0,9,0
"2015","Missouri Valley","Big 12",4,1,5,0.2
"2015","Missouri Valley","Big East",3,2,5,0.4
"2015","Missouri Valley","Horizon League",8,1,9,0.111111111111111
"2015","Missouri Valley","Mid-American",7,2,9,0.222222222222222
"2015","Missouri Valley","Ohio Valley",12,3,15,0.2
"2015","Missouri Valley","Summit League",6,2,8,0.25
"2015","Mountain West","American Athletic",4,1,5,0.2
"2015","Mountain West","Big Sky",13,1,14,0.0714285714285714
"2015","Mountain West","Big West",12,2,14,0.142857142857143
"2015","Mountain West","Pac 12",15,2,17,0.117647058823529
"2015","Mountain West","West Coast",11,4,15,0.266666666666667
"2015","Mountain West","Western Athletic",9,1,10,0.1
"2015","Northeast","ACC",6,0,6,0
"2015","Northeast","America East",11,4,15,0.266666666666667
"2015","Northeast","American Athletic",6,0,6,0
"2015","Northeast","Atlantic 10",4,1,5,0.2
"2015","Northeast","Big East",5,0,5,0
"2015","Northeast","Big Ten",7,0,7,0
"2015","Northeast","Colonial Athletic",7,1,8,0.125
"2015","Northeast","Ivy League",11,1,12,0.0833333333333333
"2015","Northeast","MAAC",6,1,7,0.142857142857143
"2015","Northeast","MEAC",5,1,6,0.166666666666667
"2015","Northeast","Patriot League",11,4,15,0.266666666666667
"2015","Ohio Valley","American Athletic",5,0,5,0
"2015","Ohio Valley","Atlantic Sun",7,4,11,0.363636363636364
"2015","Ohio Valley","Big East",5,0,5,0
"2015","Ohio Valley","Big South",4,2,6,0.333333333333333
"2015","Ohio Valley","Conference USA",9,2,11,0.181818181818182
"2015","Ohio Valley","Horizon League",10,2,12,0.166666666666667
"2015","Ohio Valley","MEAC",9,0,9,0
"2015","Ohio Valley","Mid-American",3,2,5,0.4
"2015","Ohio Valley","Missouri Valley",13,2,15,0.133333333333333
"2015","Ohio Valley","Southeastern",9,0,9,0
"2015","Ohio Valley","Southern",5,0,5,0
"2015","Ohio Valley","Southland",6,0,6,0
"2015","Ohio Valley","SWAC",5,1,6,0.166666666666667
"2015","Ohio Valley","West Coast",5,0,5,0
"2015","Pac 12","Big 12",7,1,8,0.125
"2015","Pac 12","Big Sky",8,2,10,0.2
"2015","Pac 12","Big Ten",5,1,6,0.166666666666667
"2015","Pac 12","Big West",13,3,16,0.1875
"2015","Pac 12","Conference USA",5,2,7,0.285714285714286
"2015","Pac 12","Mountain West",13,4,17,0.235294117647059
"2015","Pac 12","Southeastern",10,0,10,0
"2015","Pac 12","SWAC",6,0,6,0
"2015","Pac 12","West Coast",10,4,14,0.285714285714286
"2015","Pac 12","Western Athletic",5,0,5,0
"2015","Patriot League","ACC",7,0,7,0
"2015","Patriot League","America East",14,2,16,0.125
"2015","Patriot League","Big East",4,1,5,0.2
"2015","Patriot League","Big Ten",5,0,5,0
"2015","Patriot League","Colonial Athletic",4,1,5,0.2
"2015","Patriot League","Ivy League",12,3,15,0.2
"2015","Patriot League","MAAC",10,2,12,0.166666666666667
"2015","Patriot League","Northeast",14,1,15,0.0666666666666667
"2015","Southeastern","ACC",13,2,15,0.133333333333333
"2015","Southeastern","American Athletic",5,1,6,0.166666666666667
"2015","Southeastern","Atlantic 10",6,2,8,0.25
