,Date,Away,Home,Probability,Prediciton
4602,2/18/2016,Southern Mississippi,Texas-El Paso,19.00%,Expected
4603,2/18/2016,St. Francis (NY),Saint Francis (PA),25.90%,Expected
4604,2/18/2016,Stanford,Washington State,10.10%,Expected
4605,2/18/2016,Tennessee,Kentucky,21.80%,Expected
4606,2/18/2016,Tennessee State,Morehead State,2.10%,Expected
4607,2/18/2016,Towson,Hofstra,9.20%,Expected
4608,2/18/2016,Utah,UCLA,2.20%,Expected
4609,2/18/2016,Virginia Military Institute,Chattanooga,15.70%,Expected
4610,2/18/2016,Wagner,Fairleigh Dickinson,14.20%,Expected
4611,2/18/2016,Weber State,Southern Utah,0.00%,Expected
4612,2/18/2016,Western Carolina,Mercer,38.20%,Expected
4613,2/18/2016,Wisconsin,Michigan State,9.20%,Expected
4614,2/19/2016,Akron,Kent State,0.20%,Expected
4615,2/19/2016,Brown,Pennsylvania,6.10%,Expected
4616,2/19/2016,Dartmouth,Cornell,9.60%,Expected
4617,2/19/2016,Denver,Oral Roberts,4.20%,Expected
4618,2/19/2016,Detroit Mercy,Illinois-Chicago,1.50%,Expected
4619,2/19/2016,Harvard,Columbia,4.50%,Expected
4620,2/19/2016,Iona,Monmouth,63.90%,Upset
4621,2/19/2016,Northern Illinois,Ball State,3.80%,Expected
4622,2/19/2016,Oakland,Valparaiso,12.70%,Expected
4623,2/19/2016,Richmond,Virginia Commonwealth,5.30%,Expected
4624,2/19/2016,Siena,Rider,16.80%,Expected
4625,2/19/2016,Yale,Princeton,1.00%,Expected
4626,2/20/2016,Alcorn State,Alabama A&M,6.50%,Expected
4627,2/20/2016,Arkansas-Little Rock,Georgia Southern,1.60%,Expected
4628,2/20/2016,Arkansas State,Georgia State,2.10%,Expected
4629,2/20/2016,Army,Navy,8.80%,Expected
4630,2/20/2016,Baylor,Texas,25.10%,Expected
4631,2/20/2016,Bethune-Cookman,Florida A&M,1.00%,Expected
4632,2/20/2016,Bowling Green State,Buffalo,1.90%,Expected
4633,2/20/2016,Brown,Princeton,52.50%,Upset
4634,2/20/2016,Butler,Villanova,8.30%,Expected
4635,2/20/2016,Cal State Bakersfield,Texas-Rio Grande Valley,0.40%,Expected
4636,2/20/2016,Cal State Fullerton,Long Beach State,9.30%,Expected
4637,2/20/2016,Cal State Northridge,Cal Poly,14.10%,Expected
4638,2/20/2016,Campbell,Charleston Southern,3.60%,Expected
4639,2/20/2016,Central Arkansas,Sam Houston State,1.30%,Expected
4640,2/20/2016,Central Michigan,Western Michigan,0.90%,Expected
4641,2/20/2016,Charlotte,Western Kentucky,3.00%,Expected
4642,2/20/2016,Chicago State,Grand Canyon,50.80%,Upset
4643,2/20/2016,Clemson,North Carolina State,1.90%,Expected
4644,2/20/2016,Cleveland State,Milwaukee,1.30%,Expected
4645,2/20/2016,Colorado,UCLA,0.10%,Expected
4646,2/20/2016,Connecticut,Cincinnati,2.00%,Expected
4647,2/20/2016,Dartmouth,Columbia,2.40%,Expected
4648,2/20/2016,Delaware,James Madison,10.10%,Expected
4649,2/20/2016,Drake,Bradley,0.80%,Expected
4650,2/20/2016,Drexel,William & Mary,85.40%,Upset
4651,2/20/2016,Duke,Louisville,3.00%,Expected
4652,2/20/2016,Duquesne,Rhode Island,6.80%,Expected
4653,2/20/2016,East Tennessee State,Mercer,6.40%,Expected
4654,2/20/2016,Eastern Illinois,Southeast Missouri State,1.20%,Expected
4655,2/20/2016,Eastern Washington,Portland State,0.10%,Expected
4656,2/20/2016,Elon,Towson,3.60%,Expected
4657,2/20/2016,Fairfield,Niagara,2.10%,Expected
4658,2/20/2016,Florida,South Carolina,2.30%,Expected
4659,2/20/2016,Florida Atlantic,North Texas,3.00%,Expected
4660,2/20/2016,Florida International,Rice,0.20%,Expected
4661,2/20/2016,Florida State,Virginia Tech,0.40%,Expected
4662,2/20/2016,Fordham,Saint Louis,0.40%,Expected
4663,2/20/2016,Furman,Wofford,1.40%,Expected
4664,2/20/2016,Georgia,Vanderbilt,4.60%,Expected
4665,2/20/2016,Harvard,Cornell,1.80%,Expected
4666,2/20/2016,High Point,Radford,2.50%,Expected
4667,2/20/2016,Idaho,Sacramento State,0.70%,Expected
4668,2/20/2016,Idaho State,Southern Utah,2.90%,Expected
4669,2/20/2016,Illinois State,Northern Iowa,2.00%,Expected
4670,2/20/2016,Incarnate Word,Texas A&M-Corpus Christi,1.00%,Expected
4671,2/20/2016,IUPUI,North Dakota State,12.50%,Expected
4672,2/20/2016,Jackson State,Grambling,0.50%,Expected
4673,2/20/2016,Jacksonville State,Tennessee State,9.60%,Expected
4674,2/20/2016,Kansas,Kansas State,1.40%,Expected
4675,2/20/2016,Kennesaw State,Florida Gulf Coast,13.30%,Expected
4676,2/20/2016,Kentucky,Texas A&M,2.00%,Expected
4677,2/20/2016,Lamar,McNeese State,7.60%,Expected
4678,2/20/2016,Lipscomb,Stetson,3.70%,Expected
4679,2/20/2016,Long Island University,Saint Francis (PA),7.60%,Expected
4680,2/20/2016,Longwood,Gardner-Webb,5.70%,Expected
4681,2/20/2016,Louisiana-Lafayette,Texas State,0.30%,Expected
4682,2/20/2016,Louisiana-Monroe,Texas-Arlington,26.40%,Expected
4683,2/20/2016,Louisiana State,Tennessee,0.20%,Expected
4684,2/20/2016,Louisiana Tech,Texas-El Paso,0.30%,Expected
4685,2/20/2016,Marist,Canisius,3.40%,Expected
4686,2/20/2016,Marquette,DePaul,3.70%,Expected
4687,2/20/2016,Massachusetts-Lowell,Binghamton,1.30%,Expected
4688,2/20/2016,Memphis,South Florida,0.20%,Expected
4689,2/20/2016,Miami (FL),North Carolina,0.20%,Expected
4690,2/20/2016,Miami (OH),Ohio,19.00%,Expected
4691,2/20/2016,Mississippi,Auburn,1.80%,Expected
4692,2/20/2016,Mississippi State,Alabama,15.60%,Expected
4693,2/20/2016,Missouri,Arkansas,6.30%,Expected
4694,2/20/2016,Missouri-Kansas City,Utah Valley,2.40%,Expected
4695,2/20/2016,Montana State,Montana,9.20%,Expected
4696,2/20/2016,Mount St. Mary's,Bryant,2.30%,Expected
4697,2/20/2016,Murray State,Austin Peay,20.20%,Expected
4698,2/20/2016,Nebraska-Omaha,IPFW,3.90%,Expected
4699,2/20/2016,Nevada,Nevada-Las Vegas,1.00%,Expected
4700,2/20/2016,New Hampshire,Hartford,1.20%,Expected
4701,2/20/2016,New Mexico,Air Force,0.30%,Expected
4702,2/20/2016,New Orleans,Northwestern State,4.30%,Expected
4703,2/20/2016,NJIT,Jacksonville,28.70%,Expected
4704,2/20/2016,Norfolk State,Delaware State,0.40%,Expected
4705,2/20/2016,North Carolina-Greensboro,Chattanooga,90.00%,Upset
4706,2/20/2016,North Carolina-Wilmington,College of Charleston,2.50%,Expected
4707,2/20/2016,North Carolina Central,Morgan State,7.30%,Expected
4708,2/20/2016,Northern Colorado,North Dakota,47.10%,Upset
4709,2/20/2016,Northern Kentucky,Wright State,12.40%,Expected
4710,2/20/2016,Notre Dame,Georgia Tech,1.30%,Expected
4711,2/20/2016,Ohio State,Nebraska,3.60%,Expected
4712,2/20/2016,Oklahoma,West Virginia,23.80%,Expected
4713,2/20/2016,Old Dominion,Marshall,0.60%,Expected
4714,2/20/2016,Oregon State,Oregon,9.10%,Expected
4715,2/20/2016,Pacific,Portland,1.60%,Expected
4716,2/20/2016,Penn State,Rutgers,1.90%,Expected
4717,2/20/2016,Pittsburgh,Syracuse,26.40%,Expected
4718,2/20/2016,Prairie View,Arkansas-Pine Bluff,5.90%,Expected
4719,2/20/2016,Presbyterian,Liberty,36.30%,Expected
4720,2/20/2016,Purdue,Indiana,3.30%,Expected
4721,2/20/2016,Sacred Heart,Fairleigh Dickinson,9.70%,Expected
4722,2/20/2016,Saint Joseph's,Davidson,0.30%,Expected
4723,2/20/2016,Saint Mary's (CA),Gonzaga,11.90%,Expected
4724,2/20/2016,San Diego,Brigham Young,0.30%,Expected
4725,2/20/2016,San Francisco,Loyola Marymount,0.30%,Expected
4726,2/20/2016,Santa Clara,Pepperdine,9.40%,Expected
4727,2/20/2016,Savannah State,Howard,16.60%,Expected
4728,2/20/2016,Seattle,New Mexico State,17.10%,Expected
4729,2/20/2016,South Carolina State,Maryland-Eastern Shore,1.80%,Expected
4730,2/20/2016,South Carolina Upstate,North Florida,44.80%,Upset
4731,2/20/2016,South Dakota State,Western Illinois,4.50%,Expected
4732,2/20/2016,Southern,Alabama State,0.20%,Expected
4733,2/20/2016,Southern Illinois,Evansville,1.70%,Expected
4734,2/20/2016,Southern Illinois-Edwardsville,Tennessee-Martin,9.00%,Expected
4735,2/20/2016,Southern Mississippi,Texas-San Antonio,0.10%,Expected
4736,2/20/2016,St. Bonaventure,Dayton,28.50%,Expected
4737,2/20/2016,St. Francis (NY),Robert Morris,5.60%,Expected
4738,2/20/2016,Stanford,Washington,1.50%,Expected
4739,2/20/2016,Stephen F. Austin,Nicholls State,2.50%,Expected
4740,2/20/2016,Tennessee Tech,Belmont,2.80%,Expected
4741,2/20/2016,Texas Christian,Iowa State,26.20%,Expected
4742,2/20/2016,Texas Southern,Mississippi Valley State,11.50%,Expected
4743,2/20/2016,Texas Tech,Oklahoma State,8.00%,Expected
4744,2/20/2016,Toledo,Eastern Michigan,0.80%,Expected
4745,2/20/2016,Troy,Appalachian State,2.30%,Expected
4746,2/20/2016,Utah State,Fresno State,6.10%,Expected
4747,2/20/2016,Vermont,Maryland-Baltimore County,44.10%,Upset
4748,2/20/2016,Virginia Military Institute,Samford,9.70%,Expected
4749,2/20/2016,Wagner,Central Connecticut State,1.40%,Expected
4750,2/20/2016,Weber State,Northern Arizona,0.00%,Expected
4751,2/20/2016,Western Carolina,Citadel,1.30%,Expected
4752,2/20/2016,Wyoming,Colorado State,53.40%,Upset
4753,2/20/2016,Xavier,Georgetown,4.10%,Expected
4754,2/20/2016,Yale,Pennsylvania,2.70%,Expected
4755,2/20/2016,Youngstown State,Green Bay,6.90%,Expected
4756,2/21/2016,Alabama-Birmingham,Middle Tennessee,8.60%,Expected
4757,2/21/2016,American,Holy Cross,6.10%,Expected
4758,2/21/2016,Boston College,Wake Forest,0.40%,Expected
4759,2/21/2016,Boston University,Bucknell,0.30%,Expected
4760,2/21/2016,Denver,South Dakota,12.40%,Expected
4761,2/21/2016,Detroit Mercy,Valparaiso,12.50%,Expected
4762,2/21/2016,East Carolina,Southern Methodist,59.40%,Upset
4763,2/21/2016,George Mason,Massachusetts,4.90%,Expected
4764,2/21/2016,Illinois,Wisconsin,11.30%,Expected
4765,2/21/2016,La Salle,George Washington,1.50%,Expected
4766,2/21/2016,Lafayette,Lehigh,24.30%,Expected
4767,2/21/2016,Loyola (IL),Missouri State,8.50%,Expected
4768,2/21/2016,Loyola (MD),Colgate,19.60%,Expected
4769,2/21/2016,Manhattan,Quinnipiac,4.10%,Expected
4770,2/21/2016,Michigan,Maryland,6.90%,Expected
4771,2/21/2016,Monmouth,Saint Peter's,1.00%,Expected
4772,2/21/2016,Northeastern,Hofstra,18.20%,Expected
4773,2/21/2016,Oakland,Illinois-Chicago,0.20%,Expected
4774,2/21/2016,San Diego State,San Jose State,5.50%,Expected
4775,2/21/2016,Seton Hall,St. John's (NY),0.10%,Expected
4776,2/21/2016,Southeastern Louisiana,Abilene Christian,1.80%,Expected
4777,2/21/2016,Stony Brook,Maine,0.20%,Expected
4778,2/21/2016,Temple,Houston,15.70%,Expected
4779,2/21/2016,Tulsa,Central Florida,1.50%,Expected
4780,2/21/2016,Utah,Southern California,17.90%,Expected
4781,2/21/2016,Wichita State,Indiana State,10.80%,Expected
4782,2/22/2016,Alcorn State,Alabama State,0.70%,Expected
4783,2/22/2016,Bethune-Cookman,Stetson,3.90%,Expected
4784,2/22/2016,Central Arkansas,McNeese State,3.90%,Expected
4785,2/22/2016,Cleveland State,Green Bay,9.40%,Expected
4786,2/22/2016,Coppin State,Norfolk State,10.60%,Expected
4787,2/22/2016,Florida A&M,Maryland-Eastern Shore,15.50%,Expected
4788,2/22/2016,Hampton,Delaware State,1.70%,Expected
4789,2/22/2016,Incarnate Word,Houston Baptist,19.50%,Expected
4790,2/22/2016,Iona,Siena,11.80%,Expected
4791,2/22/2016,Iowa State,West Virginia,2.20%,Expected
4792,2/22/2016,Nicholls State,Northwestern State,1.90%,Expected
4793,2/22/2016,North Carolina A&T,Morgan State,0.40%,Expected
4794,2/22/2016,Prairie View,Mississippi Valley State,6.20%,Expected
4795,2/22/2016,South Carolina State,Howard,2.10%,Expected
4796,2/22/2016,Southern,Alabama A&M,0.10%,Expected
4797,2/22/2016,Stephen F. Austin,Lamar,1.40%,Expected
4798,2/22/2016,Texas,Kansas State,3.70%,Expected
4799,2/22/2016,Texas Southern,Arkansas-Pine Bluff,0.10%,Expected
4800,2/22/2016,Virginia,Miami (FL),1.70%,Expected
4801,2/22/2016,Youngstown State,Milwaukee,1.10%,Expected
4802,2/23/2016,Abilene Christian,Texas A&M-Corpus Christi,20.40%,Expected
4803,2/23/2016,Akron,Miami (OH),0.00%,Expected
4804,2/23/2016,Alabama,Kentucky,2.30%,Expected
4805,2/23/2016,Army,Boston University,16.90%,Expected
4806,2/23/2016,Ball State,Toledo,1.80%,Expected
4807,2/23/2016,Clemson,Georgia Tech,2.50%,Expected
4808,2/23/2016,Dayton,Saint Louis,0.20%,Expected
4809,2/23/2016,Evansville,Bradley,0.20%,Expected
4810,2/23/2016,Georgia State,Georgia Southern,4.80%,Expected
4811,2/23/2016,Kansas,Baylor,2.10%,Expected
4812,2/23/2016,Kent State,Buffalo,0.60%,Expected
4813,2/23/2016,Louisiana State,Arkansas,0.30%,Expected
4814,2/23/2016,Michigan State,Ohio State,5.20%,Expected
4815,2/23/2016,Missouri,Mississippi,14.40%,Expected
4816,2/23/2016,Nevada-Las Vegas,Boise State,1.30%,Expected
4817,2/23/2016,New Mexico,Colorado State,0.10%,Expected
4818,2/23/2016,Northern Illinois,Central Michigan,0.70%,Expected
4819,2/23/2016,Ohio,Bowling Green State,0.50%,Expected
4820,2/23/2016,Rhode Island,Davidson,1.30%,Expected
4821,2/23/2016,Rider,Marist,0.10%,Expected
4822,2/23/2016,Rutgers,Minnesota,1.20%,Expected
4823,2/23/2016,Saint Peter's,Manhattan,42.50%,Upset
4824,2/23/2016,Temple,Tulsa,1.10%,Expected
4825,2/23/2016,Texas Christian,Texas Tech,25.30%,Expected
4826,2/23/2016,Vanderbilt,Florida,13.90%,Expected
4827,2/23/2016,Virginia Tech,Boston College,2.90%,Expected
4828,2/23/2016,Western Michigan,Eastern Michigan,2.60%,Expected
4829,2/24/2016,Air Force,Fresno State,23.10%,Expected
4830,2/24/2016,Albany (NY),Massachusetts-Lowell,3.10%,Expected
4831,2/24/2016,Arizona,Colorado,0.50%,Expected
4832,2/24/2016,Binghamton,Maryland-Baltimore County,1.90%,Expected
4833,2/24/2016,Bucknell,Lafayette,0.20%,Expected
4834,2/24/2016,Drake,Missouri State,3.10%,Expected
4835,2/24/2016,Duquesne,St. Bonaventure,14.00%,Expected
4836,2/24/2016,East Carolina,Tulane,13.70%,Expected
4837,2/24/2016,Florida A&M,Howard,2.80%,Expected
4838,2/24/2016,Fordham,La Salle,0.90%,Expected
4839,2/24/2016,George Washington,Richmond,9.00%,Expected
4840,2/24/2016,Georgia,Auburn,0.50%,Expected
4841,2/24/2016,Hartford,Maine,19.00%,Expected
4842,2/24/2016,Holy Cross,Loyola (MD),0.90%,Expected
4843,2/24/2016,Houston,Central Florida,14.60%,Expected
4844,2/24/2016,Indiana State,Northern Iowa,1.20%,Expected
4845,2/24/2016,Lehigh,Colgate,18.80%,Expected
4846,2/24/2016,Louisville,Pittsburgh,3.30%,Expected
4847,2/24/2016,Marquette,Creighton,21.70%,Expected
4848,2/24/2016,Mississippi State,Texas A&M,20.50%,Expected
4849,2/24/2016,Navy,American,0.20%,Expected
4850,2/24/2016,New Hampshire,Vermont,5.00%,Expected
4851,2/24/2016,New Orleans,Southeastern Louisiana,0.70%,Expected
4852,2/24/2016,Norfolk State,Morgan State,0.10%,Expected
4853,2/24/2016,North Carolina,North Carolina State,2.10%,Expected
4854,2/24/2016,Northwestern,Michigan,4.90%,Expected
4855,2/24/2016,Notre Dame,Wake Forest,0.90%,Expected
4856,2/24/2016,Oklahoma State,Oklahoma,6.30%,Expected
4857,2/24/2016,Saint Joseph's,Massachusetts,1.80%,Expected
4858,2/24/2016,San Diego State,Wyoming,2.50%,Expected
4859,2/24/2016,Siena,Fairfield,0.50%,Expected
4860,2/24/2016,Southern Illinois,Illinois State,0.20%,Expected
4861,2/24/2016,Tennessee,South Carolina,0.60%,Expected
4862,2/24/2016,Utah State,Nevada,11.30%,Expected
4863,2/24/2016,Villanova,Xavier,1.40%,Expected
4864,2/24/2016,Virginia Commonwealth,George Mason,0.00%,Expected
4865,2/24/2016,Washington,Oregon State,5.60%,Expected
4866,2/24/2016,Washington State,Oregon,58.60%,Upset
4867,2/24/2016,Wichita State,Loyola (IL),2.70%,Expected
4868,2/24/2016,Wisconsin,Iowa,40.30%,Upset
4869,2/25/2016,Appalachian State,Georgia Southern,0.90%,Expected
4870,2/25/2016,Arizona State,Utah,0.50%,Expected
4871,2/25/2016,Austin Peay,Southern Illinois-Edwardsville,1.30%,Expected
4872,2/25/2016,Bryant,St. Francis (NY),40.40%,Upset
4873,2/25/2016,Cal State Fullerton,Cal Poly,13.30%,Expected
4874,2/25/2016,Central Connecticut State,Long Island University,34.80%,Expected
4875,2/25/2016,Charleston Southern,Coastal Carolina,23.70%,Expected
4876,2/25/2016,Citadel,North Carolina-Greensboro,1.20%,Expected
4877,2/25/2016,College of Charleston,Northeastern,1.30%,Expected
4878,2/25/2016,Connecticut,South Florida,4.50%,Expected
4879,2/25/2016,Delaware,Drexel,1.70%,Expected
4880,2/25/2016,Eastern Kentucky,Jacksonville State,18.60%,Expected
4881,2/25/2016,Fairleigh Dickinson,Mount St. Mary's,38.20%,Expected
4882,2/25/2016,Florida Gulf Coast,Stetson,0.20%,Expected
4883,2/25/2016,Florida State,Duke,4.00%,Expected
4884,2/25/2016,Furman,East Tennessee State,2.80%,Expected
4885,2/25/2016,Gonzaga,San Diego,0.70%,Expected
4886,2/25/2016,Hofstra,North Carolina-Wilmington,9.50%,Expected
4887,2/25/2016,Indiana,Illinois,5.00%,Expected
4888,2/25/2016,IPFW,Western Illinois,2.60%,Expected
4889,2/25/2016,James Madison,Towson,1.80%,Expected
4890,2/25/2016,Kennesaw State,Lipscomb,34.00%,Expected
4891,2/25/2016,Liberty,UNC-Asheville,5.40%,Expected
4892,2/25/2016,Louisiana-Lafayette,Troy,0.90%,Expected
4893,2/25/2016,Louisiana-Monroe,South Alabama,1.60%,Expected
4894,2/25/2016,Marshall,Alabama-Birmingham,9.70%,Expected
4895,2/25/2016,Mercer,Virginia Military Institute,0.10%,Expected
4896,2/25/2016,Montana,Idaho State,6.50%,Expected
4897,2/25/2016,Montana State,Weber State,28.70%,Expected
4898,2/25/2016,Morehead State,Tennessee Tech,11.70%,Expected
4899,2/25/2016,Murray State,Eastern Illinois,0.40%,Expected
4900,2/25/2016,Nebraska,Penn State,2.10%,Expected
4901,2/25/2016,Niagara,Canisius,11.30%,Expected
4902,2/25/2016,NJIT,South Carolina Upstate,0.50%,Expected
4903,2/25/2016,North Dakota State,South Dakota State,3.80%,Expected
4904,2/25/2016,North Florida,Jacksonville,1.50%,Expected
4905,2/25/2016,North Texas,Louisiana Tech,14.20%,Expected
4906,2/25/2016,Northern Kentucky,Cleveland State,1.00%,Expected
4907,2/25/2016,Oral Roberts,Nebraska-Omaha,10.60%,Expected
4908,2/25/2016,Portland,Brigham Young,15.70%,Expected
4909,2/25/2016,Portland State,North Dakota,9.80%,Expected
4910,2/25/2016,Presbyterian,Longwood,10.40%,Expected
4911,2/25/2016,Providence,Seton Hall,1.60%,Expected
4912,2/25/2016,Radford,Campbell,4.90%,Expected
4913,2/25/2016,Rice,Southern Mississippi,2.40%,Expected
4914,2/25/2016,Robert Morris,Sacred Heart,36.70%,Expected
4915,2/25/2016,Sacramento State,Northern Colorado,0.60%,Expected
4916,2/25/2016,Saint Francis (PA),Wagner,8.50%,Expected
4917,2/25/2016,San Francisco,Pacific,0.50%,Expected
4918,2/25/2016,Santa Clara,Saint Mary's (CA),14.40%,Expected
4919,2/25/2016,South Dakota,IUPUI,7.50%,Expected
4920,2/25/2016,Southern California,Stanford,0.10%,Expected
4921,2/25/2016,Southern Methodist,Memphis,1.00%,Expected
4922,2/25/2016,St. John's (NY),DePaul,2.90%,Expected
4923,2/25/2016,Tennessee State,Tennessee-Martin,0.30%,Expected
4924,2/25/2016,Texas-Arlington,Arkansas-Little Rock,2.80%,Expected
4925,2/25/2016,Texas-El Paso,Old Dominion,0.50%,Expected
4926,2/25/2016,Texas-San Antonio,Charlotte,26.70%,Expected
4927,2/25/2016,Texas State,Arkansas State,16.80%,Expected
4928,2/25/2016,Western Kentucky,Middle Tennessee,28.70%,Expected
4929,2/25/2016,William & Mary,Elon,4.00%,Expected
4930,2/25/2016,Winthrop,High Point,3.70%,Expected
4931,2/25/2016,Wofford,Western Carolina,1.80%,Expected
4932,2/25/2016,Wright State,Youngstown State,1.10%,Expected
4933,2/26/2016,Bowling Green State,Akron,0.60%,Expected
4934,2/26/2016,Columbia,Princeton,9.70%,Expected
4935,2/26/2016,Cornell,Pennsylvania,2.60%,Expected
4936,2/26/2016,Dartmouth,Brown,1.40%,Expected
4937,2/26/2016,Detroit Mercy,Oakland,8.20%,Expected
4938,2/26/2016,Harvard,Yale,29.80%,Expected
4939,2/26/2016,Illinois-Chicago,Green Bay,19.60%,Expected
4940,2/26/2016,Iona,Manhattan,1.50%,Expected
4941,2/26/2016,Quinnipiac,Marist,0.30%,Expected
4942,2/26/2016,Rider,Monmouth,4.30%,Expected
4943,2/26/2016,Valparaiso,Milwaukee,1.20%,Expected
4944,2/27/2016,Alabama A&M,Texas Southern,1.50%,Expected
4945,2/27/2016,Alabama State,Prairie View,1.30%,Expected
4946,2/27/2016,Appalachian State,Georgia State,3.40%,Expected
4947,2/27/2016,Arizona,Utah,1.20%,Expected
4948,2/27/2016,Arkansas,Tennessee,7.60%,Expected
4949,2/27/2016,Arkansas-Pine Bluff,Grambling,15.50%,Expected
4950,2/27/2016,Auburn,Alabama,11.00%,Expected
4951,2/27/2016,Baylor,Texas Christian,2.50%,Expected
4952,2/27/2016,Boise State,San Diego State,14.90%,Expected
4953,2/27/2016,Bradley,Indiana State,7.90%,Expected
4954,2/27/2016,Bryant,Long Island University,72.20%,Upset
4955,2/27/2016,Bucknell,Navy,4.80%,Expected
4956,2/27/2016,Buffalo,Ohio,2.80%,Expected
4957,2/27/2016,Butler,Georgetown,1.70%,Expected
4958,2/27/2016,Cal State Northridge,Hawaii,28.50%,Expected
4959,2/27/2016,Central Arkansas,Southeastern Louisiana,0.40%,Expected
4960,2/27/2016,Central Florida,Temple,21.50%,Expected
4961,2/27/2016,Central Michigan,Toledo,15.20%,Expected
4962,2/27/2016,Cincinnati,East Carolina,0.40%,Expected
4963,2/27/2016,Citadel,Virginia Military Institute,1.10%,Expected
4964,2/27/2016,Coastal Carolina,UNC-Asheville,5.90%,Expected
4965,2/27/2016,Colgate,Lafayette,0.40%,Expected
4966,2/27/2016,College of Charleston,Hofstra,4.30%,Expected
4967,2/27/2016,Columbia,Pennsylvania,17.10%,Expected
4968,2/27/2016,Cornell,Princeton,49.40%,Upset
4969,2/27/2016,Dartmouth,Yale,43.50%,Upset
4970,2/27/2016,Davidson,Fordham,0.50%,Expected
4971,2/27/2016,Delaware State,Maryland-Eastern Shore,2.90%,Expected
4972,2/27/2016,DePaul,Providence,4.30%,Expected
4973,2/27/2016,Eastern Kentucky,Tennessee Tech,1.80%,Expected
4974,2/27/2016,Eastern Michigan,Ball State,0.10%,Expected
4975,2/27/2016,Eastern Washington,Idaho,2.70%,Expected
4976,2/27/2016,Elon,Delaware,7.50%,Expected
4977,2/27/2016,Fairfield,Saint Peter's,2.40%,Expected
4978,2/27/2016,Fairleigh Dickinson,Central Connecticut State,0.70%,Expected
